Soma,Media,Desvio Padrão,Min,Max
251.86466237458018,0.1574154139841126,6.782357698703306,-8.026562240743914,270.8107206433077
267.506137248898,0.16719133578056128,6.771766288447791,-6.049463984572701,270.0946179773002
270.6631625049784,0.1691644765656115,6.885204103881053,-7.677249484993665,274.9937655452985
267.36281125298007,0.16710175703311253,6.766267406097079,-8.013936730903652,270.2364023678602
275.06948880836455,0.17191843050522784,6.937465842771938,-5.11287954015359,277.13321384990263
276.34208200778363,0.17271380125486477,6.904818478881969,-3.818536411518425,275.80400172672773
258.79368419460576,0.1617460526216286,6.757668865635241,-9.890798484424518,269.50864162142534
247.96153010206834,0.1549759563137927,6.754626714072882,-8.604607676833098,269.30981056993477
258.93673984281725,0.16183546240176078,6.755948147491992,-8.031614405959964,269.6946292924429
261.91542909962,0.1636971431872625,6.621290411436708,-9.071462554522176,264.26528370225583
266.7648664183489,0.16672804151146806,6.871513741723906,-5.238590801118905,274.2358534433243
254.6429701493004,0.15915185634331275,6.748047401825974,-7.429954763319696,266.12361447764255
280.51030599082407,0.17531894124426503,6.7368596242237295,-5.551757197088707,265.5601221739018
280.52797807789307,0.17532998629868315,6.724807410939496,-4.854766571480067,265.077746985673
265.3336224189744,0.165833514011859,6.884912989652657,-4.79445371076733,274.76971167620826
271.9241039472347,0.16995256496702169,6.901420064071329,-4.34055813420101,275.476792331067
274.18807506623926,0.17136754691639955,6.910159995526884,-4.478154134047691,276.02206555356366
277.9434556787822,0.17371465979923886,6.860831818215987,-6.022438375172492,274.06185103100506
279.24171365465577,0.17452607103415985,6.884910728763425,-5.738904917450111,274.98652356419774
244.15899997522212,0.1525993749845138,6.1532255839103405,-8.882918123260067,245.07552559537
270.99564857647084,0.16937228036029428,6.785562386565585,-6.390786757459711,270.9397609667353
288.6400764934052,0.18040004780837826,7.202646701456578,-4.6391879655298425,287.89744225645967
271.32454229550643,0.16957783893469153,6.721266449080362,-4.692032147234387,265.102113720321
281.81381548432137,0.17613363467770085,6.9002190621797626,-5.358520655290983,275.4340624829365
280.72299350149996,0.17545187093843748,7.1279757881616455,-5.284643178894498,284.8690649127181
276.8371149395373,0.1730231968372108,6.724234135155614,-4.806336504060399,264.966910376633
284.0908420768557,0.17755677629803482,7.049913872255667,-6.061553869521293,281.7078569985176
260.46232835198197,0.16278895521998873,6.893947381546921,-6.407780291057608,275.17990483837804
45.71867934997198,0.028574174593732488,6.745270275198384,-9.607514606923647,266.02203733054995
244.43543437474509,0.15277214648421567,6.276016609994782,-7.870007505705982,250.15994542303395
270.33505222389584,0.1689594076399349,6.79556131268538,-6.4963817334028375,271.4409312829823
282.7442135932703,0.17671513349579393,7.194362856459482,-5.917628410842231,287.55786411086393
266.2010588743625,0.16637566179647656,6.790748194507725,-8.48105792146209,271.28918756245145
281.1724011016275,0.17573275068851718,6.881253479618076,-6.276376307729495,274.7102580948537
261.55930610838215,0.16347456631773885,6.7925380782022655,-8.204989156435094,271.38788753380896
265.04090079829234,0.16565056299893272,6.794235209229383,-5.565705342531546,271.40813278327585
250.97529487995018,0.15685955929996886,6.16039308525274,-5.5664583706753135,245.37076468592178
263.63214408472226,0.1647700900529514,6.872010503470995,-6.817717367549005,274.2455828181755
263.37057559072684,0.16460660974420427,6.7152201186143,-4.2597137330331805,265.73709207063206
272.19589279874384,0.1701224329992149,6.782226770871437,-6.747551530332502,270.92834242016727
268.7663294760376,0.1679789559225235,6.791690715759194,-6.39609023648496,271.2949569173621
266.1544864143497,0.16634655400896858,6.685072989151903,-13.873068768662263,266.2800975710473
270.8261422710891,0.1692663389194307,6.727442435452876,-7.287464033370072,268.25769168491036
243.39051813908645,0.15211907383692902,6.741616709337384,-5.5306188920319155,265.8585897453408
259.77422598515864,0.16235889124072414,6.7029385840654925,-6.07557417115599,264.5249416479478
271.73100433303614,0.1698318777081476,6.796906814742082,-6.234535022446664,271.49091711431396
264.97066347404194,0.16560666467127622,6.713264639141728,-5.939017611962092,265.3332417101882
284.36926875130905,0.17773079296956815,6.745846598081661,-6.180101067282679,266.31701700338346
266.0022768596707,0.16625142303729418,6.6813935791500265,-8.120717476961069,266.26135566544417
275.469407441581,0.1721683796509881,6.800675328382976,-6.469767350252649,271.6600851304486
287.1295356157455,0.17945595975984094,6.732438011649884,-8.7792302479189,265.6603609523332
283.0591553073668,0.17691197206710424,6.767787726861805,-7.755546413189521,269.87224044973493
273.3876405486697,0.17086727534291857,6.932594823684408,-5.848326243155583,276.9366293840994
242.5717715060945,0.15160735719130908,6.266033127130051,-7.052604209282686,249.7181002302006
63.55811064978363,0.03972381915611477,6.687087261322871,-4.931049396897095,263.03281309681466
268.3775353232539,0.1677359595770337,6.78705607237613,-5.19503750051901,271.13794044191843
269.9437620639299,0.1687148512899562,6.744951247965608,-8.06617512199713,268.8514888859038
280.03937153533735,0.17502460720958585,7.121723984352143,-3.6051177654013293,284.6134529770221
259.51733344996285,0.16219833340622677,6.58365546982625,-8.203523097262009,262.74742001633797
263.5751168362894,0.16473444802268086,6.748268468675298,-5.752261910527127,269.58816549698497
274.4898588694406,0.17155616179340036,6.63495435156928,-9.516232181746357,263.8786042917053
