Soma,Media,Desvio Padrão,Min,Max
115876.4166601643,144.84552082520537,60.945734853843554,60.81118318204309,360.62445840513925
112873.33416046503,141.0916677005813,65.80918006227361,0.0,360.62445840513925
110356.7411262221,137.94592640777762,67.26951491946407,0.0,360.62445840513925
110356.74112622211,137.94592640777765,67.40227286597982,0.0,360.62445840513925
115316.38808946456,144.14548511183068,59.95438159029747,62.22539674441619,358.50313806157965
115446.49573720287,144.3081196715036,59.84178387109629,62.93250352560274,359.2102448427662
115505.89270682255,144.3823658835282,60.12722903872255,61.518289963229634,359.9173516239527
115889.85168900684,144.86231461125854,58.08991246738758,66.46803743153548,360.62445840513925
115889.85168900684,144.86231461125854,58.08991246738758,66.46803743153548,360.62445840513925
115280.32564362403,144.10040705453005,53.382998807848466,77.07463914933368,355.67471093683343
115280.32564362403,144.10040705453005,53.382998807848466,77.07463914933368,355.67471093683343
115276.7901097181,144.09598763714763,56.196097256615616,73.53910524340094,357.08892449920654
136900.82258518392,171.1260282314799,59.68915803325383,82.02438661763952,360.62445840513925
84837.9644999808,106.047455624976,54.60315037128124,30.405591591021548,304.05591591021545
143957.74826142567,179.9471853267821,58.90743686470113,88.38834764831844,360.62445840513925
143957.74826142567,179.9471853267821,58.90743686470113,88.38834764831844,360.62445840513925
150936.8921917369,188.67111523967114,58.04635776014504,95.45941546018392,360.62445840513925
131863.39387601096,164.8292423450137,58.70563425233348,74.95331880577405,360.62445840513925
135561.5623416166,169.45195292702076,57.48643339274711,79.19595949289334,360.62445840513925
127976.4278998285,159.9705348747856,59.845837130706094,71.41778489984131,360.62445840513925
92833.22087485707,116.04152609357133,55.72382095544956,44.5477272147525,327.39043968937153
135561.5623416166,169.45195292702076,57.48643339274711,79.19595949289334,360.62445840513925
105339.81851370355,131.67477314212942,79.50393696521418,16.263455967290593,360.62445840513925
107409.52006223658,134.26190007779573,77.8106174471068,20.50609665440988,360.62445840513925
105583.06324643172,131.97882905803965,79.30139850890872,16.970562748477143,360.62445840513925
101295.1677253165,126.61895965664561,82.68733839269922,11.313708498984761,360.62445840513925
102266.7324426668,127.83341555333351,81.92639069902171,12.020815280171309,360.62445840513925
129833.99741400554,162.29249676750692,63.481925521905445,65.05382386916239,360.62445840513925
128646.05802161216,160.8075725270152,62.88316740566389,60.81118318204309,360.62445840513925
129208.20791265546,161.51025989081933,62.69128488075516,63.63961030678928,360.62445840513925
129861.57457847186,162.32696822308984,63.599197223707165,61.51828996322964,360.62445840513925
128303.81833951786,160.37977292439734,63.70190587194978,60.81118318204309,360.62445840513925
117050.92102371514,146.31365127964392,65.76614687070203,0.0,360.62445840513925
117121.6317018338,146.40203962729225,64.93414677940068,0.0,360.62445840513925
117333.05662940859,146.66632078676074,66.00338322294547,34.64823227814083,360.62445840513925
131863.39387601096,164.8292423450137,58.70563425233348,74.95331880577405,360.62445840513925
112053.09029428863,140.0663628678608,63.2449967821072,0.0,359.9173516239527
112053.09029428863,140.0663628678608,63.2449967821072,0.0,359.9173516239527
114080.36543595046,142.60045679493808,54.53377138870005,70.71067811865476,357.08892449920654
114080.36543595046,142.60045679493808,54.53377138870005,70.71067811865476,357.08892449920654
113839.24202356585,142.2990525294573,57.60426654527207,64.34671708797583,356.38181771802
75123.02443325882,93.90378054157352,55.862453848716676,0.0,289.9137802864845
82615.52788671147,103.26940985838934,57.785218590051215,0.0,304.05591591021545
82615.52788671147,103.26940985838934,57.785218590051215,0.0,304.05591591021545
141327.3110354117,176.6591387942646,63.065307859937946,56.568542494923804,360.62445840513925
82615.52788671147,103.26940985838934,57.785218590051215,0.0,304.05591591021545
124615.54936884885,155.76943671106108,65.81195341059822,0.0,360.62445840513925
90433.30045950995,113.04162557438744,59.33220784278974,0.0,332.3401871576774
90433.30045950995,113.04162557438744,59.33220784278974,0.0,332.3401871576774
99213.44536150331,124.01680670187915,61.91768552254478,0.0,342.9467888754756
131963.80303893946,164.95475379867432,64.30145662594862,0.0,360.62445840513925
102923.63464238912,128.6545433029864,83.11835529833348,0.0,360.62445840513925
102153.59535767697,127.69199419709621,83.71291861456481,0.0,360.62445840513925
98247.53749840247,122.80942187300309,86.64982125901214,0.0,360.62445840513925
102153.59535767697,127.69199419709621,83.71291861456481,0.0,360.62445840513925
107883.28160563156,134.85410200703944,79.1778846766886,0.0,360.62445840513925
125948.44565138547,157.43555706423183,67.04477326290991,0.0,360.62445840513925
126790.60982777867,158.48826228472333,68.3192146688525,0.0,360.62445840513925
126249.67314017094,157.81209142521368,66.70847060156605,0.0,360.62445840513925
125898.24106992122,157.3728013374015,68.22128168114955,0.0,360.62445840513925
