Soma k1,Desvio Padrão k1,Soma k2,Desvio Padrão k2,Soma k3,Desvio Padrão k3,Soma k4,Desvio Padrão k4
24297.0,12.47256663078514,1242.0,1.4208046795742193,25503.0,11.705156966456068,1011.0,1.4879042255383912
24097.0,12.55545497420842,1242.0,1.4273878020706217,25272.0,11.827107634582514,1021.0,1.5032203711947894
24097.0,12.55545497420842,1242.0,1.4273878020706217,25272.0,11.827107634582514,1021.0,1.5032203711947894
23295.0,12.913470664750626,1252.0,1.435337503864509,24351.0,12.248826458456131,1046.0,1.5166116633799174
29632.0,9.620075363530164,1373.0,1.4497401437412842,31321.0,8.708431595837164,1313.0,1.412780807264524
29682.0,9.698769171266012,1740.0,1.7909058462130272,31391.0,8.631671310318472,1534.0,1.5373023246908852
29874.0,9.575133076751467,1574.0,1.5218363701462783,31562.0,8.614381053650924,1478.0,1.5009783267922292
29584.0,9.688260937856702,1518.0,1.5361879564363208,31299.0,8.610163847707836,1493.0,1.561218349358923
29827.0,9.267746300173252,1286.0,1.2365217092716165,31535.0,8.629088138927253,1454.0,1.5359601028347059
27077.0,9.601547543723095,1792.0,1.83966029472835,28609.0,8.652319030720896,1376.0,1.6341358572652396
27336.0,10.183946926413158,1656.0,1.644696020546046,28975.0,9.153887813894979,1519.0,1.457502010075801
26888.0,9.730209401652155,1819.0,1.9469566596036492,28429.0,8.739957607698965,1757.0,1.861047147273545
26230.0,8.623367146161643,678.0,1.3362020571380664,27764.0,9.372539343742442,288.0,0.5534889339453862
26230.0,8.623367146161643,678.0,1.3362020571380664,27764.0,9.372539343742442,288.0,0.5534889339453862
26574.0,7.533138352473025,144.0,0.359722114972099,27982.0,8.335758719966648,0.0,0.0
26574.0,7.533138352473025,144.0,0.359722114972099,27982.0,8.335758719966648,0.0,0.0
26515.0,8.092810635642909,70.0,0.20453835214941968,27955.0,8.91630298859202,73.0,0.2086704564019545
34912.0,8.287496606334146,766.0,1.1222960560832422,36836.0,8.895546287328283,730.0,0.887742044458862
17612.0,7.3720718763452115,660.0,0.9835363490995134,18625.0,8.29308293756761,643.0,0.8769957151406158
34912.0,8.287496606334146,766.0,1.1222960560832422,36836.0,8.895546287328283,730.0,0.887742044458862
19391.0,7.674071579635872,714.0,1.0510047276297096,20453.0,8.542970223193747,664.0,0.8945809074644953
26938.0,8.644185093894045,1386.0,1.5168589049413923,28482.0,9.276340789206701,1400.0,1.3050383136138188
21119.0,7.924779152088404,744.0,1.125288851806504,22291.0,8.809425860087307,676.0,0.9098042371851212
23265.0,8.253081219119014,759.0,1.1626879888323436,24556.0,9.05782776111359,663.0,0.8804364595897879
30913.0,8.623243276712945,1010.0,1.601256830586524,32648.0,9.214986435150081,764.0,0.9418034561414605
30913.0,8.623243276712945,1010.0,1.601256830586524,32648.0,9.214986435150081,764.0,0.9418034561414605
29202.0,8.787170957566492,957.0,1.4917679056659587,30815.0,9.487800040545489,755.0,0.9495835847227984
23265.0,8.253081219119014,759.0,1.1626879888323436,24556.0,9.05782776111359,663.0,0.8804364595897879
24477.0,10.83105472631244,1024.0,1.380814976743807,25836.0,11.78953959024694,1028.0,1.228695955067811
24360.0,10.872470970299254,1033.0,1.380233081539129,25726.0,11.83263700269302,1040.0,1.233389638354401
23284.0,11.331802316930878,1055.0,1.3971755828724606,24545.0,12.28966434079365,1084.0,1.283936816981272
25608.0,10.35905280419016,1007.0,1.385464582504728,27017.0,11.267210984062336,975.0,1.1658846895705424
26063.0,10.133268826463404,995.0,1.3951331421678004,27521.0,11.026575833384316,947.0,1.132611577009082
29224.0,8.454497323909921,1451.0,1.6006101131677881,30923.0,9.40299302001097,1423.0,1.3572535169875228
29688.0,8.237458649365106,1596.0,1.7367336439419832,31389.0,8.889589219102028,1408.0,1.3488328287819806
29728.0,8.184045454419227,1743.0,1.7507532976907396,31431.0,9.027619058166723,1535.0,1.562921818062247
29627.0,8.695240953209693,1791.0,1.804542770170605,31351.0,9.010124491891053,1293.0,1.3243145337777578
29847.0,8.322629894412882,1628.0,1.7261789449532745,31535.0,9.237080821849238,1545.0,1.4355115323030323
26924.0,8.750013928560344,1640.0,1.7548148050435406,28433.0,9.377060419415832,1605.0,1.553420495028632
26879.0,8.26637009874195,1947.0,1.8976538763365147,28361.0,9.169397109918132,1318.0,1.3034323678273454
27442.0,9.034634659879723,1404.0,1.507893812574347,28955.0,8.159120064956452,1105.0,1.116876049244051
27685.0,9.00062443580305,1476.0,1.466797105942059,29159.0,8.25940559964063,1362.0,1.392972877517721
27313.0,8.828257875106221,285.0,0.5292886588384451,28743.0,7.8351359821878654,143.0,0.3084430407303754
27313.0,8.828257875106221,285.0,0.5292886588384451,28743.0,7.8351359821878654,143.0,0.3084430407303754
27278.0,8.130275114502584,53.0,0.17896294134540816,28728.0,7.2922373110040795,0.0,0.0
27278.0,8.130275114502584,53.0,0.17896294134540816,28728.0,7.2922373110040795,0.0,0.0
27280.0,8.541735772078178,27.0,0.12880308371696697,28741.0,7.663257481931232,33.0,0.14212532981492076
21731.0,8.343832841349053,646.0,0.8750633905609353,22905.0,7.470174419608621,310.0,0.5396396367021237
32312.0,8.924725485974344,704.0,0.9341573743219074,34062.0,8.100331686881717,356.0,0.5802962605428368
35661.0,8.716083351160371,682.0,0.9189999659956468,37558.0,7.947912363476336,368.0,0.5933801479658718
18135.0,7.909018166585217,617.0,0.853327814720111,19092.0,7.041604486904956,305.0,0.5272922428549466
33976.0,8.825872478117956,694.0,0.9209293879011572,35804.0,8.02153312964548,368.0,0.5954829972383763
30159.0,8.877453864108503,733.0,0.9769833593132485,31770.0,8.00854767966702,358.0,0.5915538331377796
31933.0,8.486246018374379,734.0,0.9589308825457651,33657.0,7.68110381777092,375.0,0.605758499218129
31933.0,8.486246018374379,734.0,0.9589308825457651,33657.0,7.68110381777092,375.0,0.605758499218129
31042.0,8.694768452207338,732.0,0.9673126433578754,32748.0,7.84435744659816,357.0,0.5923176802822958
22907.0,8.487061637243777,660.0,0.8823795951856547,24106.0,7.573101144016234,285.0,0.5075888930768678
25392.0,11.636391193149189,1006.0,1.2628038000813904,26706.0,10.60911982388266,589.0,0.8537323845181229
24812.0,11.928010888241174,1048.0,1.293145390124405,26103.0,10.884474877520503,615.0,0.8833916794802859
24746.0,11.951887337885177,1058.0,1.3068084930470876,26037.0,10.92988004208532,629.0,0.8915311180071057
26887.0,10.81358432063,922.0,1.169587934915541,28311.0,9.79341454036206,516.0,0.765502286084111
26772.0,10.87748563547661,929.0,1.1783461330929041,28174.0,9.867341254740307,525.0,0.774085902452047
30459.0,8.584390789938153,1302.0,1.3468707946570078,32060.0,7.871457536568434,1206.0,1.1524369559763346
30694.0,8.680580967740582,1586.0,1.5838792370316621,32333.0,7.487226387947342,1286.0,1.236016155841015
30477.0,8.457662737682025,1409.0,1.4958691819056236,32201.0,8.02284820742453,1331.0,1.245936990531624
30373.0,8.560685733886919,1338.0,1.32785011861279,32044.0,7.613178951660076,1303.0,1.2956343463242241
30023.0,8.803485438130457,1744.0,1.8359330053136471,31666.0,7.811861073873498,1173.0,1.1448374270502342
30615.0,8.239315405989444,1519.0,1.6614939390124177,32259.0,7.592639296343203,1309.0,1.219650148351977
30379.0,8.355938172005283,1701.0,1.860884261413106,32046.0,7.896307582503356,1295.0,1.2749655326223528
27696.0,8.655281624534236,1560.0,1.5105876340020794,29125.0,8.183328493612793,1445.0,1.4291571762318516
27524.0,8.73013423436318,1561.0,1.6105219214201958,28942.0,7.855467741484271,1236.0,1.2916051060598979
27346.0,8.378196311706953,286.0,0.5213429173778042,28802.0,7.7338540481121045,170.0,0.3278123510485839
27346.0,8.378196311706953,286.0,0.5213429173778042,28802.0,7.7338540481121045,170.0,0.3278123510485839
27287.0,7.732248596583985,51.0,0.17566725470331687,28754.0,7.112694527216813,0.0,0.0
27287.0,7.732248596583985,51.0,0.17566725470331687,28754.0,7.112694527216813,0.0,0.0
27314.0,8.144548694525684,28.0,0.13112494041943354,28767.0,7.541647672052506,38.0,0.1522692927021072
19923.0,7.694490495437304,707.0,0.9723021569321957,21009.0,7.186345532283776,356.0,0.5951837951423072
32367.0,8.567482833911896,788.0,1.0559089686142458,34092.0,8.00252733516106,425.0,0.6315206721675862
32367.0,8.567482833911896,788.0,1.0559089686142458,34092.0,8.00252733516106,425.0,0.6315206721675862
34029.0,8.467510495085023,767.0,1.0263160377656582,35860.0,7.940393173514773,431.0,0.6358554154640819
35685.0,8.360770911487469,773.0,1.0288173960305103,37594.0,7.81936608284201,440.0,0.6446898479113814
30164.0,8.470654859572546,808.0,1.0879912683473154,31814.0,7.932700418993522,415.0,0.6370632695227374
22899.0,8.044694461840985,725.0,0.9945113042972412,24165.0,7.512988102903864,352.0,0.5692978130996114
21853.0,7.909961851006299,706.0,0.973549401674101,23024.0,7.366674962287938,333.0,0.5418108381852471
21853.0,7.909961851006299,706.0,0.973549401674101,23024.0,7.366674962287938,333.0,0.5418108381852471
23995.0,8.192488342034732,738.0,1.0221293643663703,25283.0,7.658091895790687,354.0,0.5731914492558311
27226.0,10.157004279683061,999.0,1.2969313240781102,28716.0,9.451705864551647,549.0,0.7724249053306088
26973.0,10.315364583201847,1014.0,1.314671418073733,28455.0,9.598717667447824,559.0,0.7896594895111436
24328.0,11.70851079343569,1188.0,1.497061705475095,25761.0,10.837227487202389,716.0,0.9583807959261288
25791.0,10.957594380582583,1102.0,1.3953040663238965,27266.0,10.185690866971175,627.0,0.8628783137702558
27033.0,10.274044036277779,1019.0,1.312446278662483,28511.0,9.561079939492975,556.0,0.7829391738826202
30397.0,8.352581725692662,1235.0,1.3443712226818156,32045.0,7.525694917040884,1348.0,1.254070871203059
30198.0,8.223309001703633,1395.0,1.397483089119507,31755.0,7.765850097341244,1186.0,1.1338202844807463
30276.0,8.45260277961765,1278.0,1.2730861862026466,31892.0,7.764289648770195,1094.0,1.1022640053544344
30070.0,7.8618516227095006,1294.0,1.388676865761074,31687.0,7.896113338812646,1161.0,1.084708882315896
30239.0,8.037365837721648,1345.0,1.3606890200832078,31867.0,7.635032104344749,1235.0,1.1973236756930017
30404.0,8.04091062940013,1332.0,1.3098449335703826,32012.0,8.04059660410843,1100.0,1.0481382303875764
27643.0,8.197040028838154,1528.0,1.7611714851200606,29124.0,8.315888031352996,1335.0,1.3727502902476472
27954.0,8.412144401845465,1596.0,1.582322264900548,29400.0,7.9035197855132875,1290.0,1.2484834550365493
31066.0,7.991197403236889,691.0,0.9521601673956961,32798.0,7.971041239229665,365.0,0.512185498013171
27343.0,8.042007654148,268.0,0.4918777795347133,28852.0,7.911396447530612,166.0,0.3323942501006899
27343.0,8.042007654148,268.0,0.4918777795347133,28852.0,7.911396447530612,166.0,0.3323942501006899
27318.0,7.455673070722723,31.0,0.1378390705678183,28814.0,7.193481315573149,0.0,0.0
27318.0,7.455673070722723,31.0,0.1378390705678183,28814.0,7.193481315573149,0.0,0.0
27308.0,7.821872777666484,24.0,0.12155245781143217,28806.0,7.6677888558240825,21.0,0.11381008028729263
32337.0,8.270429983342764,674.0,0.9546195249941204,34100.0,8.1186417429272,373.0,0.5244308671073815
32337.0,8.270429983342764,674.0,0.9546195249941204,34100.0,8.1186417429272,373.0,0.5244308671073815
18101.0,7.184711388384018,577.0,0.8065820537149336,19134.0,7.121414777802231,302.0,0.4697056924287803
19927.0,7.394451863348291,593.0,0.82128686180591,21041.0,7.33428163553698,308.0,0.4748091721944723
21848.0,7.6057363220138,600.0,0.8310385069297331,23049.0,7.500656195252186,299.0,0.46309041706237025
21848.0,7.6057363220138,600.0,0.8310385069297331,23049.0,7.500656195252186,299.0,0.46309041706237025
31945.0,7.803729451959172,700.0,0.9538573006482678,33713.0,7.807729318398211,361.0,0.4997182800088466
22904.0,7.741981335549705,609.0,0.847496082218083,24182.0,7.659361000599202,310.0,0.4729809060628135
27149.0,9.863866330419071,844.0,1.150757902427787,28718.0,9.615670722185738,484.0,0.6391351578500434
24219.0,11.367140811759787,1043.0,1.4289625552739302,25759.0,10.889937998417393,627.0,0.7879143255297495
24785.0,11.11726864429276,1014.0,1.3759945266969633,26318.0,10.673091091033562,593.0,0.7438159109450402
25730.0,10.623895163145201,948.0,1.2913921751350361,27269.0,10.258716549080347,558.0,0.7138791476853769
30553.0,8.048461397023347,1299.0,1.271410234493572,32271.0,7.758587958473822,1341.0,1.2572475827676106
30329.0,7.955966682897497,1174.0,1.1801952963387035,32042.0,7.639408415414115,1225.0,1.1992469968171695
31227.0,12.518874359716811,1938.0,2.3149780641509325,32835.0,10.799283378279089,1248.0,1.3616534067081827
31016.0,10.298022868492767,1907.0,2.036248753068986,32827.0,11.702551654847545,1266.0,1.4950496438245788
30768.0,12.366470798089486,1553.0,1.4990870919913224,32316.0,10.834481701955106,1214.0,1.358969623464778
30171.0,10.853462131245264,1789.0,1.895170568675812,32015.0,11.89849936375907,1254.0,1.4952377528339764
30979.0,11.514758854807816,1097.0,1.3221359080574886,32678.0,11.636115586289954,949.0,1.048249843489137
30845.0,12.080439622976268,1380.0,1.5349572469616213,32475.0,11.439295880183142,1166.0,1.1391547030583686
31057.0,12.462323704244525,1345.0,1.467216619785572,32628.0,11.097395809377982,854.0,0.8668107852928457
31752.0,12.54764818601478,949.0,1.4530408577789546,33337.0,10.69111106758203,607.0,0.7536243158066226
31752.0,12.54764818601478,949.0,1.4530408577789546,33337.0,10.69111106758203,607.0,0.7536243158066226
31218.0,11.292580459642517,269.0,0.39033189003077884,32835.0,9.850990888452541,0.0,0.0
31218.0,11.292580459642517,269.0,0.39033189003077884,32835.0,9.850990888452541,0.0,0.0
31216.0,11.847622124291439,171.0,0.31496465575521326,32820.0,10.262362971070552,188.0,0.32778613454507194
40832.0,12.362983054263239,2015.0,2.6319383749197094,42984.0,10.3763806310293,1239.0,1.341069856262156
20646.0,10.87512004244091,1762.0,1.9728782115224446,21210.0,9.735660529080706,1156.0,1.272003832541396
20646.0,10.87512004244091,1762.0,1.9728782115224446,21210.0,9.735660529080706,1156.0,1.272003832541396
37051.0,12.506488925129027,1984.0,2.49096366894421,38996.0,10.636963558741751,1263.0,1.3651967291841127
22687.0,11.228410377670341,1792.0,2.0400612735895947,23532.0,9.942745785244638,1175.0,1.2898908323478386
27283.0,11.451492653116231,1741.0,2.0997878427057817,28663.0,9.90136573202783,1116.0,1.2246402532989025
33147.0,12.229951563042881,2003.0,2.422227071183666,34818.0,10.515845112852318,1275.0,1.3930596664805854
27283.0,11.451492653116231,1741.0,2.0997878427057817,28663.0,9.90136573202783,1116.0,1.2246402532989025
33965.0,11.769763548363027,2025.0,2.4869797665793345,35680.0,10.149938423458538,1289.0,1.3898177432221104
26353.0,11.16301424837284,1698.0,2.0285458923820285,27628.0,9.675597849745515,1091.0,1.1913947642888985
31400.0,16.518947454362824,2877.0,3.45360268189249,31464.0,14.846557681833186,1837.0,1.934860197630568
31325.0,16.745600809895564,2939.0,3.513227182289099,31156.0,15.146880660716912,1887.0,1.9795074158423858
31934.0,15.23387010701811,2555.0,3.083725868875993,32968.0,13.327470690269779,1663.0,1.7593534634561072
31881.0,15.363799769567912,2600.0,3.1443401533549133,32829.0,13.470232792508636,1678.0,1.778376629822828
32124.0,14.887209065167319,2495.0,3.004409194729473,33329.0,12.963966873969364,1609.0,1.7060461187714124
34022.0,11.830381901591343,2111.0,2.2775808678014045,35813.0,10.195223893293123,1698.0,1.6209560257761468
33938.0,12.018854913738663,2039.0,2.3130809236546397,35706.0,10.240116500191782,1453.0,1.4580582925161119
34421.0,11.705653665403526,1926.0,1.9986835511155836,36145.0,10.161165637335857,1656.0,1.614008983865951
33719.0,11.920941378908589,2156.0,2.519026349604148,35501.0,10.284465663532307,1743.0,1.6897150971021713
33966.0,11.906675582945057,1978.0,2.160251359795892,35666.0,10.22192122047025,1654.0,1.6359587212090652
31265.0,11.850405039886823,2366.0,2.6162087908842446,32804.0,10.204533000093635,1780.0,1.8120689142524353
31727.0,12.006831893108814,2153.0,2.3251168485422404,33289.0,10.182784165412473,1762.0,1.681814031782349
31366.0,12.428062436981076,2228.0,2.3499348395221515,32971.0,10.717617633335077,2006.0,1.868317675744679
30064.0,13.012096295370704,792.0,1.0559237661876921,31389.0,11.440052293777988,584.0,0.7292290449508988
30796.0,10.45956470174548,719.0,0.9034307440944214,32412.0,12.121363114353105,565.0,0.7539414661464111
30796.0,10.45956470174548,719.0,0.9034307440944214,32412.0,12.121363114353105,565.0,0.7539414661464111
31096.0,9.004764016896834,294.0,0.4212907992111862,32816.0,10.556628249588028,0.0,0.0
31096.0,9.004764016896834,294.0,0.4212907992111862,32816.0,10.556628249588028,0.0,0.0
31040.0,9.577186434438874,181.0,0.34143481716866547,32811.0,11.083544231624423,146.0,0.29651886533574884
22271.0,9.611731093272168,1811.0,1.9334513141982652,23550.0,10.86552568620129,1193.0,1.4455685246210224
20108.0,9.401818640560984,1789.0,1.910607621772456,21293.0,10.640050938993431,1182.0,1.4293349633658305
36968.0,9.734807394088492,1874.0,1.9917136936567965,39088.0,11.11840141387241,1191.0,1.3588711710000327
24414.0,9.779151212528621,1827.0,1.945313980923131,25849.0,11.058374919461494,1211.0,1.4702092485000222
36968.0,9.734807394088492,1874.0,1.9917136936567965,39088.0,11.11840141387241,1191.0,1.3588711710000327
26124.0,9.27208141411625,1643.0,1.7684464182934692,27663.0,10.466763449575756,1064.0,1.266007503927208
27110.0,9.483701067489422,1695.0,1.8109664848845215,28648.0,10.726939218621498,1107.0,1.313177057511667
28049.0,9.674079393377697,1738.0,1.8587794214214874,29688.0,10.949633555512259,1146.0,1.3640879507934962
33706.0,9.690877717601229,1932.0,2.0529110428851998,35618.0,11.008031088141966,1270.0,1.4764690777324123
26124.0,9.27208141411625,1643.0,1.7684464182934692,27663.0,10.466763449575756,1064.0,1.266007503927208
31376.0,12.013498657759945,2427.0,2.543809197714129,33202.0,13.676827974259968,1506.0,1.7066922503779056
30483.0,12.734517422516449,2606.0,2.742430206495691,32271.0,14.523237831467712,1611.0,1.8115815560926314
30086.0,13.068960782613894,2697.0,2.838889458815718,31906.0,14.909864132093896,1654.0,1.8571109114697486
29886.0,13.228966264886306,2727.0,2.862163667468197,31677.0,15.106037583839615,1677.0,1.885353808804862
30409.0,12.797190838593249,2625.0,2.7602490122043335,32218.0,14.602788635651068,1621.0,1.8222109467279028
34194.0,9.653350373704459,2195.0,2.1979726987328574,36025.0,10.970688486114945,1694.0,1.7882389206982383
34122.0,9.867930934978213,2103.0,2.1128874459788434,35942.0,10.834029072210393,1904.0,1.8248698583734677
33537.0,9.662767440509732,2234.0,2.2779894506998932,35359.0,10.966973128870837,1708.0,1.7296513376978608
33802.0,9.736224162245856,2065.0,2.007464099149721,35667.0,10.969067142851074,1794.0,1.8286739560402778
34187.0,9.657822100990213,2187.0,2.1250947589166467,36203.0,10.818220867331883,1595.0,1.538868166665033
31346.0,10.198304929619432,2151.0,2.3042419272669696,33155.0,11.610373442933481,1799.0,1.9736149217552548
