Soma,Desvio Padrão
276.76176340868426,6.60858740854294
21.661154783847962,6.52446754387519
1.865167654369583,6.4445511450676545
3.8098585164125183,6.444550810598698
273.39309139829237,6.606355194150231
276.15279737919525,6.608574221052843
273.57182403327676,6.6092247251778895
268.5451290691835,6.621665291008944
268.5451290691835,6.621665291008944
259.650848448883,6.623406970544418
259.650848448883,6.623406970544418
260.1010297694621,6.61769767438472
286.11301061029474,6.867350073764167
260.6819317080987,6.13010901822367
289.3456542464471,6.944987960818429
289.3456542464471,6.944987960818429
291.9331180213827,7.017781486855936
284.18780029935016,6.8115108319638455
286.20237427036744,6.855726394556034
282.42713991635645,6.763752329593396
264.80647937394315,6.272631222377608
286.20237427036744,6.855726394556034
279.540840305037,6.3635816712656315
279.7189768200483,6.4083446422484505
279.4306186760186,6.368977906506502
279.27687806922313,6.271536076208361
279.3110131365122,6.294260743537058
284.0299806506161,6.757790306752114
313.5277271898582,6.745509075197764
279.2621875206748,6.753194745289357
292.81607147272734,6.758038955656818
273.83118863140015,6.742435862809588
277.1960342092147,6.555142129129666
275.5004969133794,6.566984325579614
298.7815592255711,6.564104975498302
284.18780029935016,6.8115108319638455
26.88260626178058,6.523431374578459
26.88260626178058,6.523431374578459
249.05265771381482,6.604346261929407
249.05265771381482,6.604346261929407
241.8904497061816,6.594288788105395
18.747204611964435,5.902144559996787
19.56728836084031,6.0503782262248995
19.56728836084031,6.0503782262248995
217.497105694105,6.907650547576756
19.56728836084031,6.0503782262248995
22.422584612163874,6.677372638484917
19.85429911727755,6.191859010238768
19.85429911727755,6.191859010238768
20.53205831201994,6.3313089814560515
22.948482300116495,6.76808030180151
18.28661147402721,6.288720089925181
18.46192997704354,6.271549343667265
17.38462411603672,6.1804904176931155
18.46192997704354,6.271549343667265
19.617570960298835,6.3936153034323855
14.730936130849386,6.681466292275888
31.431912715957935,6.684073358143719
41.70391132024119,6.682073356663769
-1.124532672152526,6.670337328185772
215.08401539199727,6.675326357830191
67.02540288979135,6.511597345307643
16.13728718883263,6.482356227751065
12.459201027377276,6.49816610875345
45.047489287396075,6.492134597786686
-18.152019977108132,6.438042737020783
-18.152019977108132,6.438042737020783
240.60434016326394,6.583629666455414
240.60434016326394,6.583629666455414
226.43351254919952,6.569695451493458
1.512562826258172,5.976505470534537
1.3343955053607353,5.830063698812308
214.50597532394434,6.875123944256448
1.512562826258172,5.976505470534537
214.50597532394434,6.875123944256448
1.6928511478050865,6.25411869042728
1.54505828209353,6.117034369379923
1.9688672423289617,6.68464641176216
1.6275419123817407,6.187104024972109
1.8981011028951702,6.595263800951163
1.3304203732014779,6.381221994570926
0.5772945891025438,6.1942094909124386
0.4196233413308965,6.171905887363587
0.4196233413308965,6.171905887363587
0.27991462590815974,6.081753332762952
20.867625434838345,6.610297556457333
32.20241280766345,6.612403118885711
105.69035723567437,6.6268743320583345
115.49896390045237,6.613674359389966
98.26754287436788,6.619115732727665
16.764248147748248,6.424931255406587
4.958829150151186,6.429866668871566
-6.224971031290465,6.396269353132482
-17.446140970659453,6.444302148428471
-17.446140970659453,6.444302148428471
237.18589856523658,6.572840449562445
237.18589856523658,6.572840449562445
215.12359865882428,6.555991492069099
228.83681558295237,6.957264685782198
3.8747431139754664,5.830141487370432
228.83681558295237,6.957264685782198
3.885711032279435,5.97650758048141
30.726981986450298,6.4227157569059985
3.8195973927161506,6.107110118882024
4.047375159740604,6.2541403727456695
3.6317190279544613,6.684638341423905
3.6317190279544613,6.684638341423905
3.7570052700745418,6.59521090678582
4.047375159740604,6.2541403727456695
5.443228712563364,6.233458688770637
5.556920968355606,6.222529755841098
5.901647085139672,6.109157791469315
4.729450066446496,6.335161345718755
4.499592396239259,6.376094873942198
9.59614246586785,6.591106652288125
2.2681921613875886,6.612061210557832
-43.80415082192344,6.6254103629369725
7.839893985237595,6.6082396231352964
11.240018787127209,6.621450064241629
-4.419750970864644,6.410631470712787
2.9013105576724882,6.41124051541008
269.0654586431048,6.545961435614709
271.00072618906484,6.5561770058138915
267.4211607243548,6.61260835830832
267.4211607243548,6.61260835830832
259.7610954253464,6.6201470221565595
259.7610954253464,6.6201470221565595
260.51319275356724,6.6152884901094895
261.1188454148219,6.261332082990931
283.0724322233878,6.8671310327709
289.1143463212032,7.01774934433911
250.97020524580302,5.977527994388753
286.322537185405,6.9447161695749475
279.2209902382831,6.7618364676441445
283.10522913614375,6.853575458444581
283.10522913614375,6.853575458444581
281.0321411739476,6.809219365432305
263.9258517486016,6.342234723081527
273.38624464754207,6.416203133461786
272.8112046128237,6.3665680499878805
272.2874181355479,6.360403331004913
274.83862135910493,6.542503901113798
275.0125099330781,6.532609627908258
277.4307757227199,6.7489840263694285
270.73583616587905,6.757087290270749
281.83768353544167,6.753781823083198
272.4413063778196,6.751153615722436
271.52193472201293,6.735909067182545
280.58836274376694,6.757300435397937
287.6687327401651,6.749640781061637
275.7045171070575,6.557458105795193
281.24121198682684,6.566884649692953
267.38852002103306,6.615030190952028
267.38852002103306,6.615030190952028
259.7685996834893,6.622138353273528
259.7685996834893,6.622138353273528
260.30412293866436,6.617282021850731
260.3055387751841,6.12990058220079
285.4244680460916,6.8693133629556575
285.4244680460916,6.8693133629556575
288.6020462498487,6.9469804625758345
291.19505471688956,7.019820159944321
281.8981670689326,6.7638099491555215
266.78737848160154,6.344931734508823
263.88838317463905,6.272276749950505
263.88838317463905,6.272276749950505
269.18761648241605,6.413613400962695
279.0719769469109,6.570798349684107
